ref,name,la,sector,type,governance,language,pupils,fsm_eligible,aln_pupils
6624038,YSGOL Y CREUDDYN,Conwy,Secondary schools,Secondary (ages 11-19),Community,Welsh medium school / provision (including transitional),700,15,4.6
6625201,Ysgol Pen Y Bryn,Conwy,Primary schools,"Nursery, Infants & Juniors",Foundation,English medium school / provision,439,12.3,3
6625400,Ysgol Emrys ap Iwan,Conwy,Secondary schools,Secondary (ages 11-19),Foundation,English medium school / provision,933,36.6,12.2
6625402,Eirias High School,Conwy,Secondary schools,Secondary (ages 11-19),Foundation,English medium school / provision,1187,26.4,6.7
6625403,Ysgol Bryn Elian,Conwy,Secondary schools,Secondary (ages 11-19),Foundation,English medium school / provision,933,32.4,8.6
6627007,Ysgol Y Gogarth,Conwy,Special schools,Special (with post-16 provision),Special school,Not applicable,275,50.5,100
6632011,Ysgol Hiraddug,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,209,20.1,4.3
6632037,Ysgol Y Castell CP,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,203,23.1,6.9
6632038,Christ Church Primary School,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,441,63.5,10
6632039,Ysgol Llywelyn,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,642,31.3,5.8
6632057,Ysgol y Faenol,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,150,30.4,3.3
6632059,Ysgol Penmorfa CP,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,379,36.4,4.7
6632060,Ysgol Emmanuel,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,458,61.1,7.9
6632066,Ysgol Dewi Sant,Denbighshire,Primary schools,Infants & Juniors,Community,Welsh medium school / provision (including transitional),409,19.5,2
6632067,Ysgol Melyd,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,142,34.3,10.6
6632070,Ysgol Bodfari,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,55,11.4,
6632072,Ysgol Bryn Hedydd,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,462,22.7,3.9
6632124,Ysgol Cefn Meiriadog,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,63,14.6,
6632125,Frongoch Juniors,Denbighshire,Primary schools,Juniors,Community,Dual language school / provision (Welsh and English) (including transitional),201,19.4,6.5
6632127,Ysgol Henllan,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),66,32.6,7.6
6632134,Ysgol Twm o'r Nant,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),318,9.3,2.2
6632135,Ysgol Bryn Clwyd,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),65,28.3,
6632136,Ysgol Y Parc,Denbighshire,Primary schools,Nursery & Infants,Community,English medium school / provision,154,17.1,5.2
6632164,Ysgol Gellifor,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),48,,
6632168,Ysgol Pentrecelyn,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),30,,0
6632214,Ysgol Betws Gwerful Goch,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),16,,
6632215,Ysgol Carrog,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),20,,
6632216,Ysgol Caer Drewyn,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Dual language school / provision (Welsh and English) (including transitional),83,50.8,6
6632219,Ysgol Bro Elwern,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),68,,
6632227,Ysgol Y Llys,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),359,19.1,
6632234,Ysgol Bryn Collen,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,169,16.5,3.6
6632255,Rhos Street CP School,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,216,17.6,3.7
6632256,Ysgol Pen Barras,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),291,6.6,3.1
6632261,Ysgol Bro Cinmeirch,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),97,7.7,
6632262,Ysgol Bro Famau,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,56,13.3,
6632263,Ysgol Gymraeg y Gwernant,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),181,11.1,4.4
6632264,Ysgol Clawdd Offa,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,314,39.7,7
6632265,Bodnant Community Primary School,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,468,22.8,2.6
6632266,Ysgol Pendref,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,141,62,16.3
6632267,Ysgol_Bro_Dyfrdwy,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),117,13.3,
6632268,Ysgol Carreg Emlyn,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),65,,
6633020,Ysgol Tremeirchion,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,Welsh medium school / provision (including transitional),82,,
6633024,St Asaph Infants School,Denbighshire,Primary schools,Nursery & Infants,Voluntary controlled,English medium school / provision,98,32.7,
6633044,Ysgol Llanbedr,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,English medium school / provision,54,,11.1
6633045,Ysgol Llanfair Dyffryn Clwyd,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,Dual language school / provision (Welsh and English) (including transitional),128,6.9,
6633050,Ysgol Borthyn,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,English medium school / provision,97,33.3,11.3
6633057,Ysgol Pant Pastynog,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,Welsh medium school / provision (including transitional),58,,
6633061,Ysgol Dyffryn Ial,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Voluntary controlled,Dual language school / provision (Welsh and English) (including transitional),39,,
6633062,Ysgol Esgob Morgan,Denbighshire,Primary schools,Juniors,Community,English medium school / provision,101,27.7,5.9
6633316,Ysgol Trefnant,Denbighshire,Primary schools,"Nursery, Infants & Juniors",Voluntary aided,English medium school / provision,92,10.4,5.4
6634003,Rhyl High School,Denbighshire,Secondary schools,Secondary (ages 11-16),Community,English medium school / provision,1156,33.1,8.8
6634014,Prestatyn High School,Denbighshire,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,1550,29.2,3.6
6634020,Ysgol Uwchradd Glan Clwyd,Denbighshire,Secondary schools,Secondary (ages 11-19),Community,Welsh medium school / provision (including transitional),1020,13.4,3.2
6634026,Denbigh High School,Denbighshire,Secondary schools,Secondary (ages 11-19),Community,English medium school / provision,526,29,5.1
6634027,Ysgol Dinas Bran,Denbighshire,Secondary schools,Secondary (ages 11-19),Community,Dual language school / provision (Welsh and English) (including transitional),984,16.8,3.6
6634031,Ysgol Brynhyfryd,Denbighshire,Secondary schools,Secondary (ages 11-19),Community,Dual language school / provision (Welsh and English) (including transitional),1096,12.4,2.4
6635901,St Brigid's School,Denbighshire,Middle schools,Middle (ages 3-19),Voluntary aided,English medium school / provision,489,12.2,6.3
6635902,Christ the Word,Denbighshire,Middle schools,Middle (ages 3-16),Voluntary aided,English medium school / provision,809,43.5,4.6
6637000,YSGOL TIR MORFA,Denbighshire,Special schools,Special (with post-16 provision),Special school,Not applicable,125,46.2,100
6637010,Ysgol Plas Brondyffryn,Denbighshire,Special schools,Special (with post-16 provision),Special school,Not applicable,130,45.3,100
6642002,Ysgol Glan Aber,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,141,47.9,22.7
6642003,Ysgol Merllyn,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,140,40,14.3
6642004,Westwood CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,191,49.7,16.2
6642012,Ewloe Green,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,376,9.6,3.5
6642013,Bryn Garth CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,89,47.7,9
6642015,Ysgol Gwynedd CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,473,37.9,13.7
6642018,Ysgol Maesglas,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,204,49.1,10.8
6642021,Ysgol Gymraeg Mornant,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),56,16.2,
6642024,Ysgol Estyn Community School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,221,14.4,2.3
6642028,Ysgol Glanrafon,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),343,7.9,7.9
6642032,Northop Hall,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,135,10.7,11.9
6642040,Wood Memorial Primary School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,170,38.7,15.3
6642041,Sealand CP School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,215,62.7,11.6
6642043,Sychdyn CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,155,11.9,5.8
6642044,Trelogan Primary,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,47,32.4,14.9
6642046,Bryn Pennant CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,103,61.4,11.7
6642049,Ysgol Bro Carmel,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,163,10.8,9.2
6642050,Rhos Helyg School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,76,14.3,10.5
6642051,Ysgol Terrig,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),107,10.4,7.5
6642052,Ysgol Bryn Deva,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,290,41.1,8.6
6642053,Sandycroft CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,329,28.2,13.7
6642056,Gwernymynydd CP School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,68,19.2,7.4
6642061,Queensferry Community Primary School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,126,58.8,15.9
6642062,Ysgol Bryn Coch,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,603,26.9,9.1
6642063,Mountain Lane Primary School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,442,10.6,4.1
6642064,"Ysgol y Foel, Cilcain",Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,38,,
6642065,Brynford CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,84,11.1,10.7
6642068,Ysgol Bryn Gwalia,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,143,61.5,14.7
6642077,Golftyn CP School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,349,29.5,6.9
6642078,Saltney Ferry CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,134,51.9,23.1
6642081,Y Waun,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,56,21.7,
6642082,Ysgol Gwenffrwd,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,Welsh medium school / provision (including transitional),107,11.4,28
6642084,Abermorddu CP School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,162,11.7,9.3
6642085,Southdown CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,326,23.8,5.5
6642086,Wepre Community School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,327,13.6,6.1
6642089,Drury Primary School,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,134,19,12.7
6642091,Cornist Park CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,244,25.5,4.5
6642092,Ysgol Derwenfa CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,85,47.1,10.6
6642093,Penarlag CP,Flintshire,Primary schools,"Nursery, Infants & Juniors",Community,English medium school / provision,159,27.1,8.8
