urn,attainment8,progress8,ebacc_aps,eng_maths_5plus_pct
145597,46.7,0.15,4.2,43.0
145609,58.2,1.34,5.28,65.0
145643,57.3,0.31,4.99,66.0
145677,39.8,-0.64,3.47,29.0
145707,43.6,-0.03,3.64,29.0
145708,36.1,-0.83,3.02,32.0
145709,0.1,-1.59,0.0,0.0
145722,43.0,-0.22,3.82,37.0
145723,42.1,0.14,3.9,32.0
145724,66.9,1.33,6.41,86.0
145736,39.0,-0.34,3.3,35.0
145741,,,,
145744,44.2,-0.03,3.91,50.0
145774,50.3,0.41,4.14,44.0
145776,51.4,0.19,4.47,54.0
145777,52.2,0.33,4.47,58.0
145783,50.2,-0.18,4.48,52.0
145819,52.9,0.17,4.57,57.0
145843,45.7,0.16,3.74,36.0
145845,,,,
145848,50.2,0.39,4.07,49.0
145850,4.1,-2.77,0.29,0.0
145852,6.5,-1.8,0.32,0.0
145857,30.2,-1.17,2.44,18.0
145859,,,,
145860,56.4,0.85,5.49,62.0
145863,36.1,-1.01,3.33,27.0
145864,44.5,-0.02,3.88,40.0
145866,50.6,0.3,4.83,50.0
145868,50.6,0.18,4.55,57.0
145872,54.8,0.64,5.19,65.0
145873,45.8,-0.11,4.1,47.0
145874,7.6,-2.73,0.66,6.0
145875,50.1,0.4,4.56,53.0
145878,57.1,0.79,5.07,69.0
145883,47.3,0.08,4.23,44.0
145889,49.5,0.06,4.72,52.0
145890,,,,
145892,51.6,0.32,4.82,55.0
145893,54.8,0.3,4.55,60.0
145894,49.7,0.33,4.23,49.0
145895,47.6,-0.23,4.58,50.0
145897,70.1,2.24,6.97,90.0
145898,39.7,-0.6,3.43,36.0
145900,31.5,-1.74,2.56,25.0
145906,2.5,-1.63,0.21,0.0
145916,,,,
145917,,,,
145921,51.8,0.43,4.76,62.0
145922,0.2,-2.85,0.02,0.0
145923,37.4,-0.59,3.21,21.0
145927,44.8,0.72,3.67,38.0
145929,48.4,0.58,4.06,53.0
145931,38.7,-1.11,2.93,29.0
145932,,,,
145937,39.7,-0.11,3.6,40.0
145938,39.7,-0.24,3.44,34.0
145943,40.7,-0.4,3.08,31.0
145944,51.0,0.53,4.74,52.0
145945,38.2,-0.7,3.09,30.0
145946,32.5,,3.01,46.0
145949,,,,
145950,,,,
145952,38.4,-0.38,3.14,28.0
145954,37.8,-0.39,3.15,18.0
145957,,,,
145962,,,,
145966,45.1,-0.21,4.13,42.0
145987,,,,
146013,,,,
146014,,,,
146030,,,,
146036,,,,
146052,,,,
146053,,,,
146054,,,,
146058,,,,
146063,49.0,0.06,4.31,56.0
146070,5.0,-1.37,0.52,0.0
146087,34.3,-0.75,2.79,19.0
146094,45.4,-0.25,4.07,45.0
146099,38.7,-0.54,3.38,31.0
146103,37.4,-0.39,3.26,24.0
146108,55.6,0.55,5.37,64.0
146121,,,,
146124,41.8,-0.09,3.5,30.0
146128,42.8,-0.1,3.56,33.0
146129,46.5,-0.22,4.13,43.0
146144,43.3,0.08,4.02,39.0
146146,44.5,-0.51,3.83,31.0
146164,,,,
146166,,,,
146167,4.6,,0.17,0.0
146182,,,,
146190,,,,
146196,47.7,-0.02,4.19,37.0
146198,45.1,0.42,3.96,43.0
146209,43.9,-0.01,3.61,32.0
146212,,,,
146217,54.8,0.5,4.76,67.0
146220,,,,
146228,41.0,-0.29,3.66,37.0
146232,50.1,0.19,4.28,50.0
146235,48.1,0.3,4.02,52.0
146237,45.6,-0.08,4.25,41.0
146239,50.6,0.56,4.46,51.0
146245,63.2,1.04,6.16,75.0
146247,47.3,0.24,4.28,45.0
146250,,,,
146255,2.1,-1.49,0.13,0.0
146274,2.6,,0.14,0.0
146276,41.5,0.1,3.51,39.0
146277,,,,
146282,49.5,0.16,4.28,52.0
146284,40.9,-0.52,3.64,33.0
146287,,,,
146288,2.6,,0.1,0.0
146303,42.5,-0.57,2.98,34.0
146305,38.9,-0.36,3.09,29.0
146309,44.7,-0.45,4.12,40.0
146315,36.7,-0.44,3.0,24.0
146316,38.8,-0.29,3.09,30.0
146318,43.6,0.31,3.83,37.0
146320,49.8,0.35,4.29,55.0
146325,39.5,-0.21,3.55,38.0
146327,40.2,0.2,3.5,31.0
146332,8.3,,0.54,0.0
146333,,,,
146338,,,,
146339,5.8,,0.33,0.0
146340,,,,
146344,39.8,-0.53,3.37,39.0
146350,,,,
146360,6.1,,0.57,0.0
146363,30.9,-0.82,2.93,20.0
146365,44.7,0.3,3.94,41.0
146367,42.3,0.0,3.36,39.0
146369,37.2,-0.39,3.42,33.0
146370,36.2,-0.45,3.24,35.0
146374,38.7,-0.67,3.38,36.0
146375,39.4,-0.52,2.91,42.0
146377,42.6,-0.07,3.57,40.0
146378,33.3,-1.11,2.86,24.0
146379,35.7,-1.08,2.99,23.0
146383,32.7,-0.75,2.51,12.0
146386,30.6,-0.93,2.61,9.0
146387,52.4,0.14,4.66,52.0
146392,47.8,0.27,4.22,48.0
146404,42.9,-0.57,3.69,41.0
146408,37.5,-0.47,3.43,29.0
146410,,,,
146418,,,,
146431,,,,
146436,35.9,-0.39,2.9,26.0
146439,40.1,-0.44,3.44,30.0
146440,39.3,-0.74,3.76,29.0
146443,49.7,0.14,3.91,48.0
146451,46.0,-0.02,3.85,51.0
146455,49.8,0.34,4.38,48.0
146489,45.2,-0.05,3.77,44.0
146493,40.4,-0.65,3.29,25.0
146497,,,,
146501,37.0,-0.68,3.17,27.0
146503,,,,
146506,44.5,0.0,3.82,46.0
146509,48.0,-0.01,4.03,44.0
146516,14.8,,1.32,0.0
146518,43.9,0.11,3.53,48.0
146519,,,,
146521,,,,
146527,5.0,-2.05,0.18,0.0
146529,41.2,-0.63,3.66,34.0
146539,36.5,-0.59,3.01,17.0
146553,,,,
146560,30.4,-1.14,2.16,14.0
146562,44.5,-0.21,3.84,45.0
146563,,,,
146564,37.1,-0.64,2.95,21.0
146567,43.6,-0.13,3.86,46.0
146569,6.8,,0.35,8.0
146571,13.3,,0.99,8.0
146580,43.0,-0.42,3.51,37.0
146601,,,,
146624,33.9,-0.85,2.91,19.0
146626,,,,
146633,,,,
146634,34.5,-0.98,2.82,16.0
146635,34.5,-1.21,3.04,19.0
146639,42.5,0.05,3.57,32.0
146640,5.6,-2.21,0.19,0.0
146646,,,,
146648,28.6,-1.33,2.11,7.0
146660,,,,
146671,8.6,,0.67,0.0
146680,,,,
146683,,,,
146697,59.5,0.79,5.22,67.0
146698,,,,
146727,0.3,-1.63,0.03,0.0
146729,53.2,,5.19,78.0
146733,7.0,,0.37,5.0
146736,5.9,,0.38,0.0
146742,34.4,-0.68,2.81,17.0
146752,47.9,0.03,4.34,47.0
146765,37.8,-0.23,3.15,30.0
146769,38.4,-0.42,3.23,36.0
146773,6.1,,0.47,0.0
146774,,,,
146780,,,,
146790,2.3,,0.15,0.0
146793,38.0,-0.47,3.38,39.0
146794,45.9,-0.24,3.97,48.0
146795,47.2,0.04,4.02,47.0
146797,36.0,-1.1,3.09,21.0
146800,36.4,-0.41,3.05,31.0
146804,,,,
146806,5.4,,0.42,0.0
146819,37.4,-0.46,3.23,25.0
146820,34.4,-0.8,2.88,26.0
146824,,,,
146825,37.5,-0.55,3.24,34.0
146858,6.5,-1.2,0.5,0.0
146885,,,,
146891,4.0,-1.28,0.08,0.0
146899,,,,
146901,2.3,-1.6,0.08,0.0
146906,51.5,0.27,4.53,49.0
146907,56.5,0.72,4.95,53.0
146909,36.1,-0.74,2.96,23.0
146926,48.3,-0.12,4.29,45.0
146936,40.5,-0.48,3.7,34.0
146953,3.2,-1.84,0.35,0.0
146969,40.4,-0.37,3.53,36.0
146970,39.4,0.24,3.22,24.0
146971,,,,
146972,56.0,0.48,5.21,66.0
146973,6.3,,0.31,0.0
146981,,,,
146988,,,,
146999,,,,
147016,36.8,-0.59,3.08,26.0
147018,34.5,-1.01,3.02,29.0
147025,62.7,,5.4,89.0
147027,59.2,,5.49,69.0
147031,36.5,-0.75,2.84,17.0
147034,,,,
147038,63.9,,5.98,100.0
147059,,,,
147060,9.3,,0.75,17.0
147061,,,,
147064,4.1,-2.93,0.22,10.0
147067,,,,
147068,,,,
147071,1.0,-1.57,0.0,0.0
147072,,,,
147073,,,,
147077,,,,
147080,,,,
147081,,,,
147086,,,,
147087,3.0,-2.61,0.2,0.0
147100,41.5,0.06,3.01,32.0
147113,,,,
147115,34.2,-0.73,2.75,16.0
147116,,,,
147122,39.8,-0.29,3.01,25.0
147124,,,,
147126,,,,
147127,,,,
147132,,,,
147137,2.6,-1.5,0.05,0.0
147142,50.6,0.04,4.46,55.0
147143,4.4,-2.01,0.32,4.0
147157,42.3,-0.33,3.57,34.0
147158,,,,
147162,,,,
147177,33.1,-1.09,2.85,24.0
147178,37.7,-0.88,3.09,24.0
147182,,,,
147185,36.5,-0.61,3.13,25.0
147187,,,,
147188,,,,
147189,5.7,,0.5,14.0
147198,11.7,,0.57,17.0
147199,14.8,,1.39,17.0
147201,70.5,1.98,6.74,83.0
147203,,,,
147204,,,,
147205,,,,
147206,15.0,,1.0,0.0
147212,46.6,-0.24,3.94,45.0
147213,59.7,0.79,5.15,61.0
147214,40.0,-0.52,3.42,32.0
147219,41.1,-0.22,3.57,38.0
147220,,,,
147223,,,,
147234,,,,
147235,3.5,,0.17,0.0
147236,46.3,,4.58,17.0
147237,,,,
147238,61.3,1.03,5.86,72.0
147246,54.0,0.34,5.07,59.0
147260,37.2,-0.16,3.12,25.0
147268,34.6,-0.48,2.86,17.0
147291,36.1,-0.46,2.94,31.0
147298,,,,
147300,43.9,0.09,3.82,37.0
147306,,,,
147345,50.4,0.37,4.32,49.0
147346,52.4,0.51,4.47,59.0
147347,,,,
147349,7.0,,0.5,0.0
147350,,,,
147351,41.3,-0.24,3.42,30.0
147369,41.5,-0.15,3.82,38.0
147400,39.0,-0.69,3.29,32.0
147401,46.7,0.33,4.28,50.0
147414,,,,
147430,66.6,1.45,5.86,77.0
147432,47.2,0.14,4.11,46.0
147439,46.9,0.01,4.38,44.0
147440,31.7,-0.63,2.58,18.0
147442,44.1,0.24,3.67,28.0
147443,41.2,-0.55,3.87,34.0
147456,38.5,-0.64,3.33,28.0
147462,0.2,,0.0,0.0
147465,,,,
147467,49.4,0.45,4.52,59.0
147468,,,,
147471,11.3,,0.49,11.0
147473,,,,
147491,,,,
147505,47.7,0.02,4.06,47.0
147508,43.0,-0.38,3.63,32.0
147515,,,,
147524,2.6,-1.57,0.14,0.0
147531,46.1,-0.22,3.83,42.0
147532,46.6,-0.52,4.07,45.0
147533,44.9,-0.34,3.85,42.0
147535,35.8,-0.46,2.97,21.0
147536,34.3,0.12,3.33,26.0
147537,50.4,0.29,4.79,54.0
147538,45.4,-0.02,3.89,44.0
147540,32.1,-0.99,2.9,16.0
147541,49.9,0.06,4.62,60.0
147543,,,,
147544,31.0,-1.54,2.6,25.0
147546,,,,
147547,,,,
147565,38.7,-0.81,3.33,27.0
147574,44.0,-0.21,3.71,33.0
147577,1.1,-1.63,0.09,0.0
147581,41.4,-0.25,3.49,36.0
147582,,,,
147604,45.9,,5.19,43.0
147607,,,,
147615,,,,
147627,,,,
147635,,,,
147643,39.3,-0.21,3.53,27.0
147648,,,,
147650,30.7,-0.42,2.69,8.0
147653,46.0,0.71,4.28,44.0
147654,33.0,-0.7,2.72,9.0
147655,,,,
147660,,,,
147661,,,,
147662,47.8,,4.47,31.0
147663,7.8,,0.88,0.0
147664,,,,
147665,,,,
147666,,,,
147670,54.5,0.59,4.78,57.0
147675,4.7,-1.77,0.14,0.0
147676,34.6,-0.51,2.81,22.0
147679,5.3,-2.83,0.28,0.0
147681,,,,
147683,42.7,-0.5,3.44,39.0
147685,37.6,-0.5,2.92,34.0
147690,,,,
147697,,,,
147702,,,,
147703,,,,
147704,,,,
147705,,,,
147707,40.5,-0.21,3.29,26.0
147711,47.8,-0.26,3.74,39.0
147720,5.5,-2.31,0.32,3.0
147724,45.8,-0.26,3.81,39.0
147728,9.7,-1.47,0.78,17.0
147732,,,,
147733,,,,
147736,,,,
147737,,,,
147757,44.0,-0.08,4.02,46.0
147780,,,,
147783,58.9,,5.4,62.0
147785,36.8,-0.28,3.29,30.0
147787,10.2,,0.73,0.0
147788,46.8,-0.45,4.02,53.0
147789,,,,
147793,1.5,,0.05,0.0
147796,38.3,-0.38,2.99,22.0
147801,50.8,0.44,4.56,53.0
147819,,,,
147821,,,,
147829,,,,
147832,,,,
147838,45.2,-0.05,3.27,36.0
147847,,,,
147848,,,,
147849,0.3,,0.0,0.0
147853,,,,
147854,5.3,-2.52,0.48,0.0
147858,,,,
147859,,,,
147860,,,,
147863,,,,
147864,,,,
147870,14.4,-2.47,1.25,0.0
147872,,,,
147874,,,,
147875,40.4,-0.51,3.29,34.0
147881,45.2,-0.13,3.5,46.0
147883,40.3,-0.58,3.36,29.0
147888,41.0,0.18,3.75,39.0
147894,54.7,0.66,4.66,60.0
147896,,,,
147897,38.6,-0.06,3.16,29.0
147902,41.2,-0.53,3.4,53.0
147905,31.2,-0.68,2.57,14.0
147906,,,,
147908,,,,
147914,,,,
147935,51.7,0.72,4.42,55.0
147942,44.3,-0.08,3.71,37.0
147944,,,,
147949,,,,
147951,,,,
147957,20.3,,0.89,0.0
147963,,,,
147967,42.7,-0.33,3.56,33.0
147977,,,,
147980,,,,
147983,,,,
147989,24.1,,1.63,0.0
147991,,,,
148002,46.1,-0.16,4.29,49.0
148003,46.7,0.2,4.12,50.0
148006,,,,
148010,,,,
148026,41.5,-0.43,3.43,33.0
148027,,,,
148031,8.3,,0.64,0.0
148032,,,,
148035,,,,
148036,35.7,-0.06,2.98,23.0
148038,,,,
148041,,,,
148047,,,,
148049,44.5,-0.27,3.84,33.0
148050,48.6,0.11,4.09,48.0
148056,,,,
148058,,,,
148059,4.0,,0.29,0.0
148062,1.3,,0.08,0.0
148064,9.5,,0.81,0.0
148069,14.5,,1.03,19.0
148070,,,,
148071,,,,
148079,,,,
148094,54.8,0.45,5.08,67.0
148097,49.4,0.01,4.45,55.0
148109,48.3,-0.18,4.16,44.0
148128,,,,
148131,,,,
148135,41.5,-0.63,3.77,46.0
148145,,,,
148149,,,,
148155,,,,
148156,,,,
148157,,,,
148165,15.6,-1.31,0.51,0.0
148167,38.6,-0.67,3.02,33.0
148171,8.6,-2.46,0.46,3.0
148175,,,,
148176,,,,
148179,34.2,-0.75,2.86,20.0
148180,,,,
148181,,,,
148185,41.3,0.08,3.27,25.0
148186,33.9,-0.51,2.85,25.0
148187,28.6,-1.16,2.57,17.0
148189,,,,
148220,30.8,-0.87,2.39,15.0
148221,46.6,0.01,4.01,45.0
148224,42.1,-0.45,3.56,33.0
148225,,,,
148226,31.6,-1.34,2.55,15.0
148236,1.4,-1.97,0.17,0.0
148241,,,,
148244,45.9,,3.81,50.0
148245,,,,
148248,,,,
148252,,,,
148254,43.5,-0.43,3.78,43.0
148255,,,,
148267,41.3,-0.36,3.57,34.0
148294,38.5,-0.99,3.38,28.0
148295,38.7,-0.59,3.41,23.0
148299,50.2,0.09,4.47,59.0
148304,42.6,-0.13,3.65,36.0
148322,7.9,-2.09,0.32,0.0
148327,35.9,-0.55,3.05,25.0
148332,3.6,-2.59,0.25,0.0
148335,50.2,0.08,4.27,49.0
148337,45.7,-0.04,3.96,50.0
148338,42.3,0.43,3.3,38.0
148341,,,,
148342,,,,
148346,,,,
148347,,,,
148349,,,,
148353,44.3,-0.15,3.72,43.0
148354,32.6,-0.87,2.75,27.0
148356,,,,
148362,40.1,-0.45,3.48,31.0
148369,65.6,0.19,6.03,89.0
148377,53.1,0.38,5.04,57.0
148378,,,,
148389,37.1,-0.83,3.17,25.0
148393,40.5,-0.65,3.38,36.0
148394,,,,
148398,,,,
148402,39.5,-0.62,3.05,27.0
148407,44.0,0.08,3.69,34.0
148415,,,,
148417,41.2,-0.41,3.53,33.0
148418,,,,
148420,,,,
148422,,,,
148423,33.4,-0.93,2.98,18.0
148424,,,,
148429,34.5,-0.93,2.78,27.0
148430,34.0,-0.86,2.9,30.0
148431,41.0,-0.59,3.59,32.0
148433,33.2,-0.29,2.85,17.0
148437,2.7,-2.42,0.06,0.0
148453,42.9,-0.35,3.74,44.0
148476,8.5,-1.5,0.77,7.0
148497,,,,
148499,54.3,0.38,5.02,64.0
148508,45.2,0.08,4.03,43.0
148521,39.4,-0.5,3.54,35.0
148522,43.9,-0.05,3.88,36.0
148526,42.7,-0.35,3.85,39.0
148527,51.0,0.52,4.33,56.0
148532,37.1,-0.8,2.91,24.0
148534,33.9,-1.11,2.79,23.0
148537,,,,
148538,27.5,-0.96,2.38,15.0
148539,,,,
148542,,,,
148544,,,,
148545,40.8,-0.02,3.31,35.0
148546,,,,
148547,34.1,-0.54,2.71,15.0
148548,,,,
148549,43.0,-0.5,3.89,38.0
148552,,,,
148553,,,,
148556,,,,
148560,,,,
148561,,,,
148562,,,,
148563,,,,
148566,,,,
148568,12.8,,0.82,8.0
148573,,,,
148577,,,,
148587,,,,
148589,,,,
148590,,,,
148591,,,,
148593,,,,
148596,,,,
148599,,,,
148602,49.5,0.06,4.37,52.0
148616,,,,
148617,,,,
148618,,,,
148620,,,,
148621,,,,
148630,,,,
148632,33.7,,1.95,17.0
148639,53.9,0.22,4.69,66.0
148641,10.2,,0.53,0.0
148642,,,,
148644,,,,
148646,,,,
148654,8.0,-0.96,0.58,0.0
148655,30.2,-1.42,2.65,18.0
148662,2.5,,0.14,17.0
148684,42.3,-0.17,3.73,35.0
148692,38.9,-0.41,3.22,37.0
148693,38.5,-0.54,3.65,33.0
148702,41.3,-0.55,3.5,29.0
148703,43.4,-0.31,3.51,33.0
148706,43.7,-0.52,3.36,32.0
148712,42.7,0.05,3.64,38.0
148728,47.5,-0.29,4.32,51.0
148729,,,,
148732,,,,
148734,,,,
148736,,,,
148737,44.2,0.08,3.72,38.0
148753,56.1,0.66,4.86,57.0
148756,,,,
148758,,,,
148759,,,,
148767,,,,
148768,10.2,-1.39,0.37,0.0
148772,6.1,-1.69,0.23,0.0
148790,39.9,-0.05,3.41,27.0
148792,35.0,-0.86,3.11,27.0
148793,34.9,-0.85,2.92,23.0
148796,,,,
148802,,,,
148804,,,,
148826,40.9,-0.29,3.84,41.0
148827,,,,
148828,,,,
148829,,,,
148830,47.2,0.16,4.2,46.0
148831,,,,
148835,35.0,-1.18,2.97,26.0
148838,,,,
148839,,,,
148840,,,,
148847,41.1,-0.14,3.57,35.0
148850,45.3,-0.27,3.77,40.0
148851,34.3,-0.93,2.83,25.0
148855,53.5,0.17,4.95,54.0
148860,,,,
148866,47.6,-0.21,4.31,46.0
148888,,,,
148894,,,,
148901,48.0,0.29,4.07,51.0
148902,49.1,-0.05,4.48,50.0
148921,36.1,-0.79,2.87,20.0
148922,43.1,-0.37,3.55,37.0
148931,,,,
148932,45.1,-0.46,3.3,50.0
148936,0.6,-1.59,0.05,0.0
148945,45.3,-0.13,4.15,43.0
148965,39.9,-0.44,3.32,26.0
149011,32.2,-0.98,2.65,32.0
149017,,,,
149019,,,,
149020,,,,
149026,,,,
149027,,,,
149028,,,,
149031,35.7,-0.7,2.76,29.0
149032,39.3,-0.62,3.31,26.0
149039,,,,
149042,,,,
149047,42.1,-0.57,3.42,34.0
149070,,,,
149071,,,,
149075,,,,
149078,,,,
149083,,,,
149094,,,,
149102,,,,
149104,,,,
149106,,,,
149107,,,,
149109,3.5,,0.35,9.0
149137,,,,
149146,,,,
149151,2.0,,0.1,0.0
149155,31.5,-0.93,2.7,19.0
149162,43.0,-0.39,3.65,35.0
149188,7.2,-1.83,0.54,0.0
149194,8.4,,0.12,0.0
149197,43.7,-0.02,3.63,29.0
149204,45.6,0.27,4.27,41.0
149205,34.5,-0.62,3.08,25.0
149208,,,,
149217,,,,
149220,,,,
149235,42.1,-0.41,3.67,46.0
149247,47.0,-0.01,3.98,45.0
149285,53.2,0.5,4.96,55.0
149299,32.2,-0.82,2.63,15.0
149319,39.7,-0.22,3.28,27.0
149322,,,,
149328,38.7,-0.53,3.27,24.0
149331,,,,
149335,,,,
149336,,,,
149340,,,,
149380,37.6,-0.45,2.84,25.0
149391,,,,
149392,,,,
149396,6.8,-2.62,0.39,0.0
149427,,,,
149429,32.5,-0.79,2.87,27.0
149430,,,,
149431,49.8,-0.45,4.76,57.0
149433,40.1,-0.32,3.53,31.0
149435,48.4,0.29,4.47,51.0
149436,39.4,0.08,3.18,22.0
149437,35.6,-0.62,3.06,27.0
149474,,,,
149486,,,,
149530,,,,
149531,,,,
149554,,,,
149631,,,,
149632,,,,
149635,,,,
149678,,,,
149695,,,,
149697,,,,
149717,,,,
149719,,,,
149720,,,,
149736,,,,
149745,,,,
149746,,,,
149751,,,,
149753,,,,
149754,,,,
149767,,,,
149771,,,,
149775,,,,
149777,,,,
149782,,,,
149783,,,,
149784,,,,
149825,,,,
149827,,,,
149839,,,,
149840,,,,
149842,,,,
149873,,,,
149893,,,,
149897,,,,
149898,,,,
149899,,,,
150038,,,,
150055,,,,
150133,,,,
150134,,,,
150261,,,,
150263,,,,
150268,,,,
150277,,,,
150278,,,,
