urn,attainment8,progress8,ebacc_aps,eng_maths_5plus_pct
136632,44.8,-0.26,3.85,42.0
136633,49.3,0.53,4.1,48.0
136634,49.7,0.24,4.36,51.0
136636,60.6,0.82,5.89,71.0
136637,61.8,1.08,5.68,76.0
136638,44.4,-0.2,3.83,40.0
136639,42.3,-0.19,3.91,32.0
136640,50.2,-0.07,4.32,51.0
136642,81.5,0.82,7.13,99.0
136643,54.4,0.34,4.87,58.0
136644,53.8,0.1,5.0,61.0
136645,56.4,0.46,5.07,66.0
136646,50.8,0.27,4.52,55.0
136647,49.9,0.35,4.34,48.0
136649,49.5,0.23,4.59,56.0
136650,44.9,-0.04,4.23,46.0
136651,46.7,0.39,3.94,54.0
136652,41.5,-0.69,3.61,32.0
136654,48.1,0.0,4.29,46.0
136655,42.1,-0.3,3.76,38.0
136656,54.7,0.62,5.24,58.0
136657,52.2,0.22,4.74,55.0
136658,54.7,0.27,4.86,65.0
136662,70.4,0.85,6.89,98.0
136663,47.4,0.04,4.28,37.0
136664,68.7,0.62,6.46,90.0
136666,76.4,1.04,7.03,98.0
136667,51.8,0.37,4.61,57.0
136668,45.4,0.24,3.62,40.0
136669,61.4,0.74,5.74,70.0
136671,50.6,0.01,4.51,60.0
136672,52.2,0.45,4.13,64.0
136673,52.7,0.31,4.56,61.0
136674,49.0,-0.03,4.23,57.0
136675,44.0,-0.1,4.04,41.0
136677,47.6,0.01,4.29,49.0
136678,,,,
136680,36.6,-0.99,3.09,26.0
136681,38.5,-0.37,3.09,28.0
136708,46.6,0.24,3.74,42.0
136709,55.4,0.28,5.08,63.0
136711,56.4,0.66,4.84,66.0
136715,59.7,0.51,5.49,73.0
136716,37.8,-0.59,3.2,30.0
136717,49.8,-0.04,4.62,54.0
136718,43.9,-0.36,3.87,46.0
136719,50.8,-0.01,4.52,55.0
136720,33.7,-0.97,2.71,26.0
136722,53.0,0.28,4.9,55.0
136723,74.6,0.8,7.16,97.0
136724,57.8,0.43,5.07,70.0
136725,52.4,0.52,4.43,55.0
136727,66.5,0.72,6.2,92.0
136728,41.2,-0.38,3.64,33.0
136729,45.4,-0.26,3.97,35.0
136730,48.9,-0.13,4.24,49.0
136731,51.3,0.27,4.4,60.0
136732,64.1,0.45,5.82,90.0
136735,49.7,-0.29,4.46,54.0
136736,43.0,-0.21,3.52,34.0
136740,3.9,,0.22,0.0
136742,72.2,0.67,6.47,97.0
136745,35.9,-0.79,2.98,21.0
136746,62.6,,6.0,82.0
136748,,,,
136750,61.5,0.69,5.87,70.0
136752,,,,
136753,44.9,0.03,3.62,45.0
136756,47.3,-0.1,3.93,38.0
136757,47.6,-0.05,3.96,43.0
136758,47.0,0.07,3.97,47.0
136763,48.0,-0.18,4.28,47.0
136764,47.5,0.18,4.05,48.0
136767,62.6,0.11,5.58,88.0
136768,44.9,0.01,3.83,44.0
136770,45.4,-0.16,3.49,32.0
136771,72.9,0.83,6.93,99.0
136772,49.1,0.17,4.19,50.0
136773,74.3,0.52,7.04,98.0
136775,58.3,0.73,5.44,64.0
136776,55.1,0.3,5.2,57.0
136777,74.2,0.74,7.09,99.0
136778,78.8,0.95,7.0,100.0
136779,46.1,-0.12,3.76,45.0
136780,58.2,0.24,5.29,79.0
136781,76.4,0.71,7.32,100.0
136782,48.2,0.02,4.29,44.0
136783,49.3,0.19,4.35,56.0
136785,53.1,0.11,4.68,60.0
136786,50.4,0.42,4.3,53.0
136787,79.2,0.82,7.1,100.0
136788,67.9,0.13,6.14,93.0
136789,80.1,0.93,7.4,100.0
136791,37.9,-0.49,3.14,27.0
136795,82.3,1.11,7.79,100.0
136797,52.3,0.46,4.51,53.0
136798,76.1,0.81,6.99,99.0
136799,45.4,0.0,4.13,42.0
136800,57.8,0.63,4.99,72.0
136801,57.6,1.15,5.57,66.0
136803,46.5,-0.49,4.3,45.0
136822,57.8,0.33,5.17,65.0
136824,36.3,-0.56,2.95,26.0
136826,37.3,-0.59,3.1,29.0
136827,51.0,0.56,4.5,55.0
136828,49.0,0.1,4.18,51.0
136832,40.2,-0.36,3.45,32.0
136833,56.8,0.3,5.13,65.0
136834,48.1,0.04,4.15,43.0
136838,50.5,-0.26,4.58,59.0
136839,40.4,-0.43,3.27,32.0
136842,45.3,0.18,4.02,45.0
136844,47.8,0.06,4.36,50.0
136845,73.3,0.51,5.58,97.0
136846,77.6,0.91,7.29,98.0
136847,41.9,-0.11,3.41,28.0
136849,31.7,-1.44,2.71,15.0
136850,70.0,0.45,6.51,91.0
136851,48.7,0.26,4.19,45.0
136852,49.0,0.27,4.06,45.0
136854,40.0,-0.51,3.19,33.0
136856,49.7,0.09,4.48,50.0
136858,37.3,-0.31,3.15,28.0
136860,48.4,-0.05,4.08,51.0
136861,47.0,-0.41,4.25,52.0
136863,55.0,0.49,5.1,61.0
136864,62.6,0.28,6.02,87.0
136867,42.3,-0.28,3.55,33.0
136868,35.8,-1.0,2.68,21.0
136871,34.5,-0.84,2.92,17.0
136873,45.1,-0.4,3.89,44.0
136874,72.5,0.77,6.55,96.0
136875,48.7,-0.12,4.25,48.0
136876,32.8,-0.71,2.83,25.0
136877,55.6,0.18,4.96,65.0
136878,55.1,0.43,5.15,68.0
136880,63.8,1.02,5.86,77.0
136882,43.4,-0.11,3.58,40.0
136883,58.2,0.56,5.46,69.0
136884,75.0,0.72,7.0,94.0
136885,52.4,0.35,4.89,60.0
136886,49.2,0.07,4.15,50.0
136887,63.6,1.04,5.89,73.0
136890,44.2,-0.1,3.96,38.0
136891,59.1,0.79,5.17,69.0
136893,57.9,0.49,5.18,75.0
136894,47.0,-0.22,3.81,48.0
136895,28.7,-1.01,2.5,18.0
136896,45.8,-0.26,4.12,42.0
136897,50.8,0.4,4.32,50.0
136898,53.9,0.37,5.02,65.0
136899,63.5,0.5,6.04,77.0
136900,51.3,0.21,4.6,56.0
136901,65.6,0.74,6.1,84.0
136902,52.8,0.33,4.98,62.0
136903,53.4,0.12,4.86,59.0
136904,53.2,0.22,4.65,60.0
136905,53.3,0.38,4.67,57.0
136906,58.1,0.62,5.36,65.0
136907,50.8,0.02,4.35,52.0
136908,47.5,-0.17,4.25,48.0
136909,44.3,-0.18,3.67,37.0
136910,80.6,0.79,7.83,100.0
136911,50.1,0.34,4.48,55.0
136912,46.6,0.11,4.07,38.0
136913,46.6,-0.03,4.24,40.0
136914,61.4,0.75,5.74,73.0
136916,53.1,0.21,4.48,54.0
136917,51.9,0.3,4.35,62.0
136918,46.3,-0.01,4.09,40.0
136921,45.7,-0.4,3.77,40.0
136922,58.0,0.85,4.99,66.0
136923,37.3,-0.43,3.11,24.0
136924,47.2,-0.11,4.32,48.0
136925,45.0,-0.01,3.97,42.0
136927,41.0,-0.34,3.54,39.0
136936,,,,
136944,53.7,0.25,4.17,60.0
136947,13.1,,1.31,0.0
136948,38.2,-0.22,3.22,32.0
136954,10.8,,0.91,0.0
136955,58.0,,5.54,56.0
136958,44.5,0.12,3.67,38.0
136959,45.0,-0.36,3.77,30.0
136960,49.4,0.26,4.43,56.0
136962,52.8,0.59,4.85,44.0
136963,52.7,0.17,4.95,58.0
136964,45.3,0.08,3.76,37.0
136965,47.8,-0.12,4.0,45.0
136966,61.3,0.96,5.71,68.0
136968,37.5,-0.46,3.15,20.0
136969,47.9,0.1,3.95,53.0
136971,49.1,-0.04,4.37,50.0
136972,48.4,0.06,4.16,45.0
136973,59.8,0.54,5.37,76.0
136974,50.2,0.42,4.39,49.0
136976,48.6,0.04,4.51,50.0
136978,51.9,0.39,4.39,57.0
136979,43.2,-0.34,3.85,38.0
136980,47.0,-0.06,3.9,43.0
136982,41.0,-0.13,3.39,35.0
136985,42.5,-0.32,3.48,42.0
136986,40.4,-0.47,3.41,27.0
136987,40.8,-0.55,3.49,32.0
136990,46.4,-0.17,4.38,39.0
136991,49.0,0.17,4.25,47.0
136992,48.1,0.11,4.64,51.0
136994,53.4,0.48,4.69,67.0
136995,51.7,0.14,4.54,62.0
136996,70.7,0.4,6.34,92.0
136997,48.5,0.19,4.08,43.0
136998,45.1,-0.06,3.82,40.0
137000,49.3,0.06,4.21,55.0
137001,46.0,-0.09,3.93,45.0
137002,50.4,0.36,4.4,52.0
137003,53.3,0.08,4.94,62.0
137004,43.9,0.23,4.01,39.0
137005,61.5,0.55,5.88,74.0
137006,59.1,0.69,5.69,72.0
137007,48.4,0.09,4.42,48.0
137008,44.4,0.11,3.9,38.0
137009,48.1,0.26,4.47,51.0
137011,43.4,0.11,3.31,34.0
137013,42.5,-0.25,3.59,33.0
137018,53.9,,4.8,0.0
137019,52.3,-0.03,4.83,55.0
137020,44.1,-0.33,3.65,39.0
137024,55.0,0.72,5.26,65.0
137028,57.8,0.53,5.17,69.0
137033,54.5,0.38,4.92,63.0
137034,40.8,-0.25,3.64,38.0
137036,41.0,-0.43,3.32,33.0
137037,46.8,-0.11,4.21,51.0
137038,55.3,0.36,5.06,64.0
137039,42.5,-0.07,3.79,38.0
137040,55.1,0.38,5.08,69.0
137043,71.0,0.35,6.28,96.0
137044,81.2,0.9,7.93,99.0
137045,83.3,1.02,8.17,100.0
137046,75.6,0.48,7.33,96.0
137047,75.2,0.59,7.11,100.0
137048,50.3,-0.09,4.72,54.0
137049,39.1,-0.53,3.3,27.0
137051,52.2,0.49,4.48,56.0
137052,49.2,0.19,4.23,49.0
137053,50.9,0.06,4.72,61.0
137055,48.0,0.18,3.96,44.0
137057,53.6,0.24,4.6,50.0
137058,48.4,0.05,4.5,43.0
137059,47.3,0.17,4.08,48.0
137060,57.5,0.94,5.17,60.0
137063,44.8,-0.1,4.16,43.0
137064,40.0,-0.57,3.55,33.0
137065,27.9,-0.33,2.53,10.0
137066,42.1,-0.3,3.5,38.0
137072,35.0,-0.89,2.95,25.0
137073,46.1,-0.28,3.84,58.0
137075,47.4,0.05,4.31,51.0
137077,55.7,0.88,4.83,66.0
137078,39.8,-0.13,3.49,35.0
137079,43.9,-0.14,3.66,41.0
137080,39.0,-0.55,3.37,39.0
137082,45.6,0.18,3.93,33.0
137083,55.6,0.49,5.02,66.0
137085,49.5,0.21,4.42,53.0
137086,60.7,0.88,5.77,71.0
137087,46.4,-0.04,4.02,39.0
137088,54.8,0.72,4.88,72.0
137089,51.9,0.1,4.66,57.0
137090,51.6,0.54,4.5,55.0
137091,76.0,0.88,7.36,98.0
137092,45.4,-0.06,4.06,46.0
137093,48.4,-0.12,4.4,48.0
137094,48.9,0.04,4.42,52.0
137096,37.5,-0.44,2.86,23.0
137097,50.2,-0.01,4.08,54.0
137098,5.1,,0.24,0.0
137099,65.4,0.34,6.36,88.0
137100,46.7,-0.21,3.63,34.0
137101,50.7,0.28,4.46,50.0
137104,48.5,0.34,3.06,41.0
137106,39.9,-0.19,3.18,23.0
137107,44.8,0.01,3.7,32.0
137109,42.2,-0.46,3.44,35.0
137110,45.5,-0.08,3.87,45.0
137111,46.1,0.0,3.92,45.0
137112,49.9,0.36,4.54,43.0
137115,47.1,0.11,4.17,43.0
137116,50.9,0.08,4.27,51.0
137117,40.3,-0.35,3.2,26.0
137119,41.6,-0.1,3.44,29.0
137120,62.0,1.08,6.05,77.0
137121,51.5,0.3,4.75,58.0
137123,68.3,0.5,6.02,96.0
137124,44.8,-0.2,4.05,36.0
137125,44.6,-0.42,3.96,45.0
137128,49.1,-0.11,4.51,48.0
137129,49.9,0.02,4.4,52.0
137130,42.3,-0.03,3.62,34.0
137131,55.3,0.66,5.13,64.0
137133,57.4,0.57,5.27,68.0
137134,44.9,-0.06,3.77,49.0
137135,47.5,0.07,3.92,46.0
137138,43.3,-0.09,3.38,43.0
137139,59.4,0.53,5.4,71.0
137140,46.6,0.28,4.02,48.0
137141,39.1,-0.96,3.26,38.0
137146,46.1,-0.03,3.78,33.0
137152,46.4,-0.12,3.6,34.0
137154,35.7,-0.82,3.08,23.0
137156,50.8,0.0,4.55,51.0
137157,66.6,0.9,6.41,83.0
137158,42.4,-0.17,3.35,33.0
137159,43.6,-0.1,3.78,39.0
137160,52.0,0.22,4.47,57.0
137161,47.0,0.11,4.43,48.0
137162,40.8,-0.5,3.34,32.0
137163,48.9,0.26,4.32,49.0
137164,34.1,-0.93,2.73,22.0
137166,69.7,0.83,6.46,96.0
137167,41.8,-0.07,3.47,32.0
137169,49.0,0.2,4.21,48.0
137170,49.8,0.29,4.42,56.0
137171,70.1,0.62,6.52,92.0
137172,55.0,0.76,4.67,59.0
137176,42.0,-0.2,3.67,32.0
137177,44.4,0.56,4.0,39.0
137178,60.1,1.05,5.68,67.0
137181,47.4,-0.15,4.38,47.0
137184,45.1,0.03,4.11,39.0
137186,41.3,-0.08,3.55,31.0
137188,40.8,-0.19,3.36,36.0
137190,47.2,-0.11,4.04,45.0
137192,43.9,-0.3,3.73,38.0
137196,36.2,-0.88,3.12,24.0
137197,47.0,-0.16,4.4,52.0
137198,43.5,0.0,4.15,39.0
137199,43.3,0.0,3.66,33.0
137200,47.1,-0.07,4.44,47.0
137202,40.8,-0.3,3.79,39.0
137203,44.7,-0.13,3.5,38.0
137204,44.7,0.17,3.98,41.0
137205,46.1,-0.27,3.95,36.0
137206,38.2,-0.5,3.08,22.0
137208,43.3,-0.28,3.67,34.0
137209,40.6,-0.44,3.44,35.0
137213,58.6,0.12,5.52,78.0
137214,44.4,-0.41,3.75,41.0
137215,41.1,-0.34,3.32,32.0
137217,44.5,-0.3,3.86,39.0
137218,44.9,-0.02,3.86,41.0
137219,78.5,1.08,7.66,99.0
137221,54.5,0.67,5.29,61.0
137223,42.7,-0.41,3.65,41.0
137224,39.6,-0.18,3.22,30.0
137225,40.2,-0.37,3.24,38.0
137227,67.2,0.72,6.08,95.0
137228,46.9,0.14,3.87,53.0
137229,49.6,-0.16,4.52,47.0
137230,46.3,-0.1,4.0,42.0
137231,44.5,-0.13,3.74,43.0
137233,57.8,0.65,5.23,68.0
137235,80.2,0.94,7.52,98.0
137236,48.0,0.13,4.25,46.0
137237,53.5,0.32,4.49,56.0
137239,48.6,-0.17,4.51,50.0
137240,44.8,-0.14,3.83,39.0
137241,47.0,-0.02,4.25,50.0
137243,67.9,0.57,6.26,94.0
137248,41.4,-0.1,3.45,31.0
137250,67.7,0.74,6.5,91.0
137251,40.8,-0.15,3.5,32.0
137252,44.4,-0.36,3.85,39.0
137254,45.1,-0.1,4.03,38.0
137256,39.2,-0.19,3.3,26.0
137259,52.8,0.36,4.59,52.0
137260,47.7,-0.02,4.08,42.0
137261,46.5,0.14,4.13,39.0
137262,49.9,-0.16,4.34,50.0
137263,49.1,0.36,4.52,50.0
137264,46.3,0.02,3.92,42.0
137267,57.6,0.46,5.02,72.0
137269,50.2,0.36,4.21,51.0
137270,61.0,0.79,5.51,72.0
137272,52.3,0.41,4.51,48.0
137274,42.2,0.35,3.57,28.0
137275,8.6,,0.43,0.0
137277,52.3,0.48,4.89,59.0
137279,11.7,,0.61,8.0
137280,43.4,-0.26,3.7,39.0
137282,39.5,-0.23,3.22,25.0
137284,50.7,0.48,4.68,56.0
137285,50.2,0.27,4.27,50.0
137286,,,,
137287,45.0,0.05,3.82,40.0
137288,58.8,0.53,5.12,66.0
137289,82.2,1.05,8.19,99.0
137294,50.4,-0.12,4.58,54.0
137296,57.5,0.57,5.26,64.0
137297,49.9,-0.14,4.47,60.0
137298,46.3,0.09,3.94,46.0
137299,57.2,0.65,5.41,73.0
137300,44.8,0.0,3.67,38.0
137302,80.5,0.99,7.73,100.0
137305,47.5,0.23,4.4,42.0
137306,43.7,-0.28,3.97,38.0
137308,52.1,0.26,4.73,58.0
137309,57.3,0.24,5.07,66.0
137310,54.4,0.35,4.4,65.0
137312,58.5,0.77,5.24,68.0
137313,52.1,0.02,4.98,59.0
137314,52.6,0.46,4.58,50.0
137315,42.4,-0.39,3.59,36.0
137317,12.0,-2.16,1.12,0.0
137319,46.0,-0.1,3.93,41.0
137321,39.1,-0.45,3.2,28.0
137333,,,,
137334,11.0,,0.99,5.0
137336,47.8,0.12,4.28,46.0
137338,52.0,0.29,4.26,56.0
137339,60.8,0.85,5.72,68.0
137340,47.7,0.21,4.28,51.0
137342,45.0,-0.32,3.84,40.0
137343,51.4,0.44,4.11,56.0
137344,73.8,0.61,6.82,98.0
137345,53.0,0.23,4.88,60.0
137346,51.4,0.61,4.94,50.0
137349,46.4,0.01,3.94,45.0
137352,50.7,0.57,4.71,55.0
137353,62.9,0.72,5.46,72.0
137354,6.8,-1.37,0.46,0.0
137355,53.8,0.78,4.63,56.0
137356,46.2,-0.25,3.71,45.0
137357,50.9,0.51,4.64,55.0
137360,52.3,0.15,4.6,47.0
137361,39.5,0.1,3.43,30.0
137363,,,,
137367,49.9,0.25,4.75,58.0
137368,43.5,-0.3,3.97,45.0
137369,42.0,-0.36,3.71,36.0
137375,51.6,0.23,4.48,52.0
137376,43.8,0.27,3.64,40.0
137377,46.6,-0.1,3.85,45.0
137379,57.7,0.98,5.68,65.0
137382,48.3,0.19,4.19,43.0
137383,48.7,0.19,4.42,51.0
137384,43.7,-0.21,3.43,36.0
137385,1.0,,0.06,0.0
137386,61.8,0.52,5.98,73.0
137387,46.5,0.01,4.02,45.0
137388,53.0,0.64,4.91,60.0
137389,59.5,0.34,5.51,79.0
137390,39.0,0.07,3.25,21.0
137394,,,,
137396,49.2,0.16,4.67,52.0
137401,54.1,0.43,5.04,60.0
137407,57.0,0.52,5.15,63.0
137409,57.9,0.43,5.4,66.0
137412,44.4,0.21,4.0,48.0
137414,47.5,-0.25,4.06,45.0
137416,53.4,0.3,4.63,61.0
137418,57.4,0.71,5.01,66.0
137421,50.6,-0.1,4.24,56.0
137423,73.0,0.46,7.12,97.0
137424,47.8,0.42,4.32,43.0
137427,50.0,0.26,4.37,50.0
137431,48.4,0.25,4.49,55.0
137433,0.2,-1.56,0.02,0.0
137434,52.4,0.24,4.82,65.0
137435,,,,
137436,51.9,0.02,4.31,49.0
137440,47.4,0.1,4.29,45.0
137442,57.4,0.55,5.05,65.0
137444,46.1,-0.09,3.82,50.0
137445,39.2,-0.53,3.08,28.0
137446,73.7,0.4,6.88,98.0
137447,38.0,-0.42,3.41,31.0
137448,47.1,-0.16,4.15,49.0
137449,51.4,-0.18,4.16,53.0
137452,70.8,0.56,6.65,94.0
137453,49.0,0.32,4.24,50.0
137456,43.9,-0.17,3.85,45.0
137457,46.6,-0.13,3.88,41.0
137458,38.4,-0.4,3.22,26.0
137459,0.7,-1.52,0.0,0.0
137461,52.3,0.46,4.85,55.0
137462,46.4,0.19,4.02,42.0
137464,47.5,0.15,4.21,38.0
137465,57.4,0.58,5.23,59.0
137469,,,,
137472,47.3,0.42,4.04,47.0
137474,63.5,0.15,6.04,82.0
137475,49.4,0.47,4.39,40.0
137476,65.1,0.29,6.1,91.0
137478,2.7,-1.91,0.34,0.0
137484,40.0,-0.28,3.29,27.0
137487,43.8,-0.23,3.68,40.0
137491,48.7,-0.03,4.1,49.0
137493,4.7,-1.3,0.3,5.0
137498,47.4,0.22,4.67,35.0
137500,48.0,0.78,4.02,45.0
137507,1.4,-2.23,0.06,0.0
137511,4.3,,0.27,0.0
137514,46.5,-0.11,3.94,45.0
137515,80.5,0.99,7.78,99.0
137520,41.1,-0.68,3.26,30.0
137521,43.6,-0.15,3.64,40.0
137522,44.8,-0.17,3.73,43.0
137523,53.4,0.52,4.74,61.0
137527,44.5,-0.12,4.02,47.0
137531,65.1,0.96,5.82,85.0
137532,51.6,0.18,4.67,55.0
137533,44.5,-0.66,3.98,37.0
137535,48.4,0.04,4.34,47.0
137538,50.9,-0.34,4.29,59.0
137539,58.9,0.63,5.53,76.0
137540,46.5,-0.16,4.24,45.0
137541,47.7,-0.05,4.15,50.0
137546,67.3,1.26,6.45,82.0
137547,46.6,0.07,4.08,43.0
137548,44.8,0.13,3.65,36.0
137549,56.6,0.53,5.28,69.0
137552,34.7,-1.05,3.17,21.0
137553,44.2,0.0,3.69,37.0
137554,,,,
137558,49.0,-0.04,4.31,50.0
137560,8.7,,0.7,0.0
137561,61.2,,5.97,66.0
137564,70.0,0.63,6.32,96.0
137567,13.8,,0.86,13.0
137572,50.0,0.63,3.98,43.0
137577,50.5,0.72,4.36,56.0
137578,31.8,-1.01,2.71,16.0
137581,40.5,-0.23,3.45,34.0
137582,34.9,-0.56,2.84,27.0
137583,0.8,,0.04,0.0
137594,1.3,-2.64,0.1,0.0
137595,46.2,0.03,3.9,40.0
137597,,,,
137598,36.5,-0.99,2.98,26.0
137600,42.5,0.03,3.78,34.0
137603,46.8,0.07,3.85,50.0
137604,53.9,0.36,5.01,57.0
137605,5.6,-1.23,0.19,2.0
137606,50.8,0.33,4.68,48.0
137608,40.0,-0.33,3.51,39.0
137609,41.0,-0.01,3.5,35.0
137612,48.3,-0.28,4.09,54.0
137613,39.8,-0.5,3.37,27.0
137614,46.7,-0.21,4.16,40.0
137617,43.9,-0.47,3.77,42.0
137618,40.6,0.0,3.61,29.0
137621,44.5,-0.03,4.04,37.0
137622,53.2,0.34,4.75,60.0
137625,49.4,0.06,4.37,45.0
137627,57.8,0.57,4.64,61.0
137628,44.3,-0.03,3.94,42.0
137630,35.9,-0.73,2.94,18.0
137632,51.4,0.31,4.2,56.0
137633,56.6,0.88,5.04,64.0
137634,51.6,0.67,4.19,50.0
137635,53.6,0.27,4.58,57.0
137637,45.1,-0.45,3.94,38.0
137638,43.6,-0.37,3.44,36.0
137640,46.7,-0.14,4.03,45.0
137645,47.0,0.22,4.15,52.0
137650,41.0,-0.33,3.57,36.0
137656,44.7,0.31,3.78,38.0
137667,65.6,0.55,6.22,90.0
137673,40.7,-0.15,3.31,30.0
137674,35.6,-0.28,2.98,31.0
137675,30.6,-1.14,2.73,19.0
137678,54.3,0.37,4.9,58.0
137679,48.0,0.37,4.26,52.0
137681,53.9,0.56,4.75,53.0
137684,41.6,-0.04,3.54,30.0
137685,48.6,0.48,4.54,46.0
137687,36.6,-0.53,2.85,22.0
137692,40.7,-0.33,3.73,32.0
137694,44.3,-0.19,4.02,43.0
137695,43.9,-0.38,3.8,46.0
137696,47.8,-0.04,4.18,42.0
137701,39.2,-0.08,3.3,30.0
137702,47.7,-0.21,4.17,46.0
137703,41.4,-0.33,3.49,30.0
137704,54.4,0.36,4.94,62.0
137705,39.6,-0.02,3.15,33.0
137706,32.7,-0.82,2.54,17.0
137707,45.9,-0.15,4.03,42.0
137708,53.5,0.21,4.53,51.0
137726,76.2,0.74,7.26,99.0
137727,55.0,0.05,5.14,58.0
137729,50.5,0.84,4.77,56.0
137730,49.6,0.45,3.58,42.0
137733,42.0,-0.5,3.35,34.0
137734,50.1,0.06,4.54,52.0
137735,44.6,-0.07,3.8,49.0
137736,59.5,0.72,5.64,76.0
137739,66.0,,6.48,83.0
137740,48.2,0.06,4.17,46.0
137742,51.3,0.42,4.51,51.0
137745,43.1,-0.09,3.81,35.0
137746,51.9,0.16,4.48,55.0
137752,44.6,-0.07,3.6,46.0
137753,47.5,0.12,3.89,46.0
137754,48.0,0.14,4.04,43.0
137755,40.8,-0.21,3.33,35.0
137757,56.3,0.8,5.06,57.0
137759,40.9,-0.47,3.21,35.0
137763,39.8,-0.51,3.48,33.0
137766,46.1,0.31,3.92,41.0
137767,53.8,0.56,4.57,67.0
137768,48.5,0.18,4.2,53.0
137769,75.6,0.69,6.99,99.0
137770,42.9,-0.26,3.66,41.0
137771,47.7,0.2,4.15,38.0
137772,44.4,-0.17,3.86,39.0
137773,47.4,0.23,3.97,44.0
137775,57.6,0.74,5.2,64.0
137777,52.2,0.44,4.47,56.0
137781,41.7,-0.39,3.4,40.0
137782,43.4,0.02,3.68,45.0
137783,47.0,-0.1,3.93,34.0
137785,,,,
137789,49.4,0.47,4.47,57.0
137790,44.6,-0.54,3.82,43.0
137791,40.7,-0.36,3.41,33.0
137793,68.7,0.6,6.7,87.0
137795,,,,
137798,46.9,0.1,3.9,46.0
137799,46.6,-0.3,4.29,46.0
137800,62.7,0.19,5.83,92.0
137801,52.4,0.2,4.39,55.0
137808,3.1,,0.12,0.0
137812,45.1,-0.19,3.89,44.0
137814,81.5,0.93,7.78,100.0
137815,43.0,-0.15,3.84,30.0
137821,3.0,,0.23,0.0
137822,58.6,,5.46,63.0
137826,56.8,0.65,5.51,59.0
137828,43.3,-0.5,3.82,41.0
137829,53.9,0.62,5.0,58.0
137830,42.3,0.08,3.54,32.0
137832,35.6,-0.36,2.9,19.0
137833,38.1,-0.57,3.22,14.0
137834,64.4,0.37,6.05,91.0
137837,64.0,0.34,5.75,74.0
137838,,,,
137839,41.2,-0.38,3.6,25.0
137842,49.6,0.48,3.7,49.0
137843,58.5,0.78,4.83,70.0
137844,53.2,0.66,4.9,60.0
137847,50.7,0.42,4.82,55.0
137848,54.1,0.52,4.98,60.0
137849,47.7,0.1,3.97,46.0
137851,53.8,0.17,4.51,60.0
137852,56.2,0.6,5.21,65.0
137855,59.3,0.87,5.27,72.0
137857,38.2,-0.65,3.42,30.0
137858,44.6,-0.15,3.95,40.0
137859,53.0,0.36,4.9,57.0
137867,37.0,0.0,3.03,30.0
137869,51.3,0.27,4.61,51.0
137872,50.8,-0.02,3.97,60.0
137873,39.0,-0.23,3.45,27.0
137874,48.7,0.29,4.17,46.0
137877,45.9,-0.25,3.7,38.0
137878,44.0,0.06,3.84,41.0
137880,44.5,0.26,3.83,41.0
137883,,,,
137884,52.3,0.25,4.36,50.0
137886,39.1,-0.33,3.41,29.0
137887,,,,
137892,12.4,,0.27,0.0
137895,57.3,0.7,5.02,65.0
137896,,,,
137899,51.6,0.39,4.68,53.0
137900,44.6,-0.44,4.12,35.0
137901,51.8,0.66,4.74,65.0
137902,41.4,-0.85,3.39,36.0
137903,48.7,0.02,4.06,45.0
137905,,,,
137906,48.7,0.05,4.34,48.0
137907,53.7,0.57,5.13,56.0
137908,48.0,-0.11,4.17,44.0
137911,49.3,-0.16,4.35,53.0
137912,52.7,0.59,4.82,55.0
137913,57.7,0.69,5.43,67.0
137914,52.6,0.25,4.51,57.0
137915,,,,
137916,79.3,0.97,7.76,99.0
137917,48.0,0.06,4.15,46.0
137919,55.8,0.52,4.82,63.0
137921,57.2,0.66,5.32,67.0
137922,54.4,0.24,4.65,57.0
137923,48.6,0.22,4.33,44.0
137924,63.7,0.92,6.07,80.0
137925,52.0,0.43,4.85,51.0
137926,49.7,0.33,4.44,46.0
137927,46.4,0.13,4.05,45.0
137928,57.9,0.48,5.07,76.0
137929,66.5,1.08,6.38,93.0
137931,36.7,-0.68,2.97,20.0
137934,,,,
137935,59.1,0.62,5.57,67.0
137936,55.6,0.7,4.55,63.0
137937,38.8,-0.36,3.29,34.0
137938,52.6,0.7,4.87,54.0
137940,45.5,-0.27,3.98,39.0
137941,46.5,-0.24,4.02,49.0
137942,47.3,-0.09,3.8,49.0
137944,42.2,-0.18,3.45,33.0
137945,49.4,0.15,4.34,43.0
137948,46.8,-0.18,3.89,49.0
137949,44.7,0.28,4.18,49.0
137954,33.0,-0.75,2.9,24.0
137965,46.4,-0.11,3.81,42.0
137966,40.7,-0.14,3.51,37.0
137968,46.2,0.18,3.78,44.0
137969,48.8,0.2,4.61,51.0
137970,59.2,0.95,5.38,68.0
137973,37.1,-0.58,3.05,27.0
137974,45.6,-0.11,4.23,42.0
137975,45.1,-0.3,3.88,46.0
137976,58.7,0.72,5.27,70.0
137981,49.0,0.1,4.2,49.0
137982,51.7,0.43,4.78,60.0
137983,39.9,-0.61,3.14,41.0
137984,39.8,-0.5,3.55,29.0
137985,57.8,0.58,5.45,68.0
137988,75.2,0.73,7.28,99.0
137993,46.3,-0.13,3.92,41.0
137994,46.7,0.5,4.27,34.0
137995,62.3,1.3,5.84,76.0
137998,7.2,-1.89,0.33,0.0
137999,,,,
138002,52.7,0.05,4.77,58.0
